event,event_type,eventID,date,location,fight,fightID,weight_class,fight_duration,scheduled_rounds,result,fighter,fighterID,outcome,SigStr,StrAccuracy,SLPM,StrDef,takedown,takedownAcc,takedownDef,opp,oppID,oppOutcome,opp_SigStr,opp_StrAccuracy,opp_SLPM,opp_StrDef,opp_takedown,opp_takedownAcc,opp_takedownDef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kattar vs. Allen,Fight Night,0314FNI,10/29/2022,"Las Vegas, Nevada, USA",Waldo Cortes-Acosta vs Jared Vanderaa,6818UFC,Heavyweight,15,3,Decision - Unanimous,Waldo Cortes-Acosta,cortewal01,W,73,0.462025316,4.866666667,0.594202899,0,0,1,Jared Vanderaa,vandejar01,L,56,0.405797101,3.733333333,0.537974684,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kattar vs. Allen,Fight Night,0314FNI,10/29/2022,"Las Vegas, Nevada, USA",Josh Fremd vs Tresean Gore,6819UFC,Middleweight,5.82,3,Submission,Tresean Gore,goretre01,W,10,0.5,1.718213058,0.555555556,3,0.75,1,Josh Fremd,fremdjos01,L,24,0.444444444,4.12371134,0.5,0,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kattar vs. Allen,Fight Night,0314FNI,10/29/2022,"Las Vegas, Nevada, USA",Dustin Jacoby vs Khalil Rountree Jr.,6820UFC,Light Heavyweight,15,3,Decision - Split,Khalil Rountree Jr.,rountkha01,W,85,0.358649789,5.666666667,0.529411765,0,0,1,Dustin Jacoby,jacobdus01,L,120,0.470588235,8,0.641350211,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kattar vs. Allen,Fight Night,0314FNI,10/29/2022,"Las Vegas, Nevada, USA",Roman Dolidze vs Phil Hawes,6821UFC,Middleweight,4.15,3,KO/TKO,Roman Dolidze,dolidrom01,W,18,0.428571429,4.337349398,0.576923077,0,0,0,Phil Hawes,hawesphi01,L,11,0.423076923,2.65060241,0.571428571,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kattar vs. Allen,Fight Night,0314FNI,10/29/2022,"Las Vegas, Nevada, USA",Andrei Arlovski vs Marcos Rogerio de Lima,6822UFC,Heavyweight,1.83,3,Submission,Marcos Rogerio de Lima,limamar01,W,6,0.545454545,3.278688525,0.6,0,0,1,Andrei Arlovski,arlovand01,L,2,0.4,1.092896175,0.454545455,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kattar vs. Allen,Fight Night,0314FNI,10/29/2022,"Las Vegas, Nevada, USA",Joseph Holmes vs Jun Yong Park,6823UFC,Middleweight,8.07,3,Submission,Jun Yong Park,parkjun01,W,18,0.545454545,2.230483271,0.5,2,0.5,1,Joseph Holmes,holmejos01,L,20,0.5,2.478314746,0.454545455,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kattar vs. Allen,Fight Night,0314FNI,10/29/2022,"Las Vegas, Nevada, USA",Steve Garcia vs Chase Hooper,6824UFC,Featherweight,1.53,3,KO/TKO,Steve Garcia,garciste01,W,29,0.659090909,18.95424837,0.666666667,0,0,1,Chase Hooper,hoopecha01,L,10,0.333333333,6.535947712,0.340909091,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kattar vs. Allen,Fight Night,0314FNI,10/29/2022,"Las Vegas, Nevada, USA",Cody Durden vs Carlos Mota,6825UFC,Flyweight,15,3,Decision - Unanimous,Cody Durden,durdecod01,W,17,0.459459459,1.133333333,0.586206897,4,0.5,1,Carlos Mota,motacar01,L,12,0.413793103,0.8,0.540540541,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kattar vs. Allen,Fight Night,0314FNI,10/29/2022,"Las Vegas, Nevada, USA",Christian Rodriguez vs Joshua Weems,6826UFC,Bantamweight,4.12,3,Submission,Christian Rodriguez,rodrichr01,W,9,0.391304348,2.184466019,0.307692308,0,0,0.333333333,Joshua Weems,weemsjos01,L,18,0.692307692,4.368932039,0.608695652,2,0.666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Rodriguez vs. Lemos,Fight Night,0315FNI,11/5/2022,"Las Vegas, Nevada, USA",Amanda Lemos vs Marina Rodriguez,6827UFC,Women's Strawweight,10.9,5,KO/TKO,Amanda Lemos,lemosama01,W,29,0.547169811,2.660550459,0.634615385,1,0.5,1,Marina Rodriguez,rodrimar01,L,19,0.365384615,1.743119266,0.452830189,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Rodriguez vs. Lemos,Fight Night,0315FNI,11/5/2022,"Las Vegas, Nevada, USA",Neil Magny vs Daniel Rodriguez,6828UFC,Welterweight,13.55,3,Submission,Neil Magny,magnynei01,W,57,0.52293578,4.206642066,0.388888889,5,0.714285714,1,Daniel Rodriguez,rodridan01,L,66,0.611111111,4.870848708,0.47706422,0,0,0.285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Rodriguez vs. Lemos,Fight Night,0315FNI,11/5/2022,"Las Vegas, Nevada, USA",Darrick Minner vs Shayilan Nuerdanbieke,6829UFC,Featherweight,1.12,3,KO/TKO,Shayilan Nuerdanbieke,nuerdsha01,W,19,0.527777778,16.96428571,0,0,0,1,Darrick Minner,minnedar01,L,5,1,4.464285714,0.472222222,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Rodriguez vs. Lemos,Fight Night,0315FNI,11/5/2022,"Las Vegas, Nevada, USA",Nate Maness vs Tagir Ulanbekov,6830UFC,Flyweight,2.18,3,Submission,Tagir Ulanbekov,ulanbtag01,W,4,0.444444444,1.834862385,0.6,1,0.5,1,Nate Maness,manesnat01,L,4,0.4,1.834862385,0.555555556,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Rodriguez vs. Lemos,Fight Night,0315FNI,11/5/2022,"Las Vegas, Nevada, USA",Grant Dawson vs Mark Madsen,6831UFC,Lightweight,12.08,3,Submission,Grant Dawson,dawsogra01,W,33,0.673469388,2.731788079,0.5,2,0.333333333,1,Mark Madsen,madsemar01,L,15,0.5,1.241721854,0.326530612,0,0,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Rodriguez vs. Lemos,Fight Night,0315FNI,11/5/2022,"Las Vegas, Nevada, USA",Miranda Maverick vs Shanna Young,6832UFC,Women's Flyweight,15,3,Decision - Unanimous,Miranda Maverick,mavermir01,W,63,0.583333333,4.2,0.646341463,5,0.625,1,Shanna Young,youngsha02,L,29,0.353658537,1.933333333,0.416666667,0,0,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Rodriguez vs. Lemos,Fight Night,0315FNI,11/5/2022,"Las Vegas, Nevada, USA",Mario Bautista vs Benito Lopez,6833UFC,Bantamweight,4.9,3,Submission,Mario Bautista,bautimar01,W,44,0.656716418,8.979591837,0.32,1,1,1,Benito Lopez,lopezben01,L,17,0.68,3.469387755,0.343283582,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Rodriguez vs. Lemos,Fight Night,0315FNI,11/5/2022,"Las Vegas, Nevada, USA",Jinh Yu Frey vs Polyana Viana,6834UFC,Women's Strawweight,0.78,3,KO/TKO,Polyana Viana,vianapol01,W,11,0.611111111,14.1025641,0.571428571,0,0,1,Jinh Yu Frey,freyjin01,L,6,0.428571429,7.692307692,0.388888889,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Rodriguez vs. Lemos,Fight Night,0315FNI,11/5/2022,"Las Vegas, Nevada, USA",Johnny Munoz vs Liudvik Sholinian,6835UFC,Bantamweight,15,3,Decision - Unanimous,Johnny Munoz,munozjoh01,W,78,0.343612335,5.2,0.631578947,2,0.5,1,Liudvik Sholinian,sholiliu01,L,56,0.368421053,3.733333333,0.656387665,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Rodriguez vs. Lemos,Fight Night,0315FNI,11/5/2022,"Las Vegas, Nevada, USA",Carlos Candelario vs Jake Hadley,6836UFC,Flyweight,7.65,3,Submission,Jake Hadley,hadlejak01,W,90,0.532544379,11.76470588,0.533783784,0,0,0,Carlos Candelario,candecar01,L,69,0.466216216,9.019607843,0.467455621,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Rodriguez vs. Lemos,Fight Night,0315FNI,11/5/2022,"Las Vegas, Nevada, USA",Ramona Pascual vs Tamires Vidal,6837UFC,Women's Bantamweight,3.1,3,KO/TKO,Tamires Vidal,vidaltam01,W,17,0.586206897,5.483870968,0.071428571,0,0,1,Ramona Pascual,pascuram01,L,13,0.928571429,4.193548387,0.413793103,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,UFC,0283PPV,11/12/2022,"New York City, New York, USA",Israel Adesanya vs Alex Pereira,6838UFC,Middleweight,22.02,5,KO/TKO,Alex Pereira,pereiale01,W,91,0.579617834,4.132606721,0.469135802,1,1,0.75,Israel Adesanya,adesaisr01,L,86,0.530864198,3.905540418,0.420382166,1,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,UFC,0283PPV,11/12/2022,"New York City, New York, USA",Carla Esparza vs Zhang Weili,6839UFC,Women's Strawweight,6.08,5,Submission,Zhang Weili,zhangwei01,W,37,0.474358974,6.085526316,0.8125,0,0,0.75,Carla Esparza,esparcar01,L,6,0.1875,0.986842105,0.525641026,1,0.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,UFC,0283PPV,11/12/2022,"New York City, New York, USA",Michael Chandler vs Dustin Poirier,6840UFC,Lightweight,12,3,Submission,Dustin Poirier,poiridus01,W,38,0.5,3.166666667,0.57,0,0,0.571428571,Michael Chandler,chandmic01,L,43,0.43,3.583333333,0.5,3,0.428571429,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,UFC,0283PPV,11/12/2022,"New York City, New York, USA",Frankie Edgar vs Chris Gutierrez,6841UFC,Bantamweight,2.02,3,KO/TKO,Chris Gutierrez,gutiechr01,W,10,0.5,4.95049505,0.833333333,0,0,1,Frankie Edgar,edgarfra01,L,2,0.166666667,0.99009901,0.5,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,UFC,0283PPV,11/12/2022,"New York City, New York, USA",Dan Hooker vs Claudio Puelles,6842UFC,Lightweight,9.1,3,KO/TKO,Dan Hooker,hookedan01,W,29,0.46031746,3.186813187,0.722222222,0,0,1,Claudio Puelles,puellcla01,L,5,0.277777778,0.549450549,0.53968254,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,UFC,0283PPV,11/12/2022,"New York City, New York, USA",Renato Moicano vs Brad Riddell,6843UFC,Lightweight,3.33,3,Submission,Renato Moicano,moicaren01,W,10,0.303030303,3.003003003,0.44,0,0,1,Brad Riddell,riddebra01,L,14,0.56,4.204204204,0.696969697,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,UFC,0283PPV,11/12/2022,"New York City, New York, USA",Dominick Reyes vs Ryan Spann,6844UFC,Light Heavyweight,1.33,3,KO/TKO,Ryan Spann,spannrya01,W,8,0.470588235,6.015037594,0.583333333,0,0,1,Dominick Reyes,reyesdom01,L,5,0.416666667,3.759398496,0.529411765,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,UFC,0283PPV,11/12/2022,"New York City, New York, USA",Erin Blanchfield vs Molly McCann,6845UFC,Women's Flyweight,3.62,3,Submission,Erin Blanchfield,blanceri01,W,25,0.657894737,6.906077348,0.461538462,1,1,1,Molly McCann,mccanmol01,L,7,0.538461538,1.933701657,0.342105263,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,UFC,0283PPV,11/12/2022,"New York City, New York, USA",Andre Petroski vs Wellington Turman,6846UFC,Middleweight,15,3,Decision - Unanimous,Andre Petroski,petroand01,W,42,0.4375,2.8,0.523255814,8,0.727272727,0.666666667,Wellington Turman,turmawel01,L,41,0.476744186,2.733333333,0.5625,1,0.333333333,0.272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,UFC,0283PPV,11/12/2022,"New York City, New York, USA",Ottman Azaitar vs Matt Frevola,6847UFC,Lightweight,2.5,3,KO/TKO,Matt Frevola,frevomat01,W,11,0.407407407,4.4,0.545454545,0,0,1,Ottman Azaitar,azaitott01,L,10,0.454545455,4,0.592592593,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,UFC,0283PPV,11/12/2022,"New York City, New York, USA",Silvana Gomez Juarez vs Karolina Kowalkiewicz,6848UFC,Women's Strawweight,15,3,Decision - Unanimous,Karolina Kowalkiewicz,kowalkar01,W,74,0.366336634,4.933333333,0.707224335,2,1,1,Silvana Gomez Juarez,juaresil01,L,77,0.292775665,5.133333333,0.633663366,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,UFC,0283PPV,11/12/2022,"New York City, New York, USA",SeungWoo Choi vs Michael Trizano,6849UFC,Featherweight,4.85,3,KO/TKO,Michael Trizano,trizamic01,W,32,0.603773585,6.597938144,0.643835616,0,0,1,SeungWoo Choi,choiseu01,L,26,0.356164384,5.360824742,0.396226415,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,UFC,0283PPV,11/12/2022,"New York City, New York, USA",Julio Arce vs Montel Jackson,6850UFC,Bantamweight,15,3,Decision - Unanimous,Montel Jackson,jacksmon01,W,48,0.452830189,3.2,0.793650794,0,0,0.5,Julio Arce,arcejul01,L,26,0.206349206,1.733333333,0.547169811,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 281: Adesanya vs. Pereira,UFC,0283PPV,11/12/2022,"New York City, New York, USA",Nicolae Negumereanu vs Carlos Ulberg,6851UFC,Light Heavyweight,3.73,3,KO/TKO,Carlos Ulberg,ulbercar01,W,14,0.608695652,3.753351206,0.857142857,0,0,1,Nicolae Negumereanu,negumnic01,L,2,0.142857143,0.536193029,0.391304348,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Nzechukwu vs. Cutelaba,Fight Night,0316FNI,11/19/2022,"Las Vegas, Nevada, USA",Ion Cutelaba vs Kennedy Nzechukwu,6852UFC,Light Heavyweight,6.03,3,KO/TKO,Kennedy Nzechukwu,nzechken01,W,24,0.571428571,3.980099502,0.653846154,0,0,0.75,Ion Cutelaba,cutelion01,L,9,0.346153846,1.492537313,0.428571429,2,0.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Nzechukwu vs. Cutelaba,Fight Night,0316FNI,11/19/2022,"Las Vegas, Nevada, USA",Waldo Cortes-Acosta vs Chase Sherman,6853UFC,Heavyweight,15,3,Decision - Unanimous,Waldo Cortes-Acosta,cortewal01,W,147,0.528776978,9.8,0.627118644,0,0,0.5,Chase Sherman,shermcha01,L,66,0.372881356,4.4,0.471223022,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Nzechukwu vs. Cutelaba,Fight Night,0316FNI,11/19/2022,"Las Vegas, Nevada, USA",Andre Fialho vs Muslim Salikhov,6854UFC,Welterweight,11.05,3,KO/TKO,Muslim Salikhov,salikmus01,W,56,0.589473684,5.067873303,0.742424242,1,0.333333333,1,Andre Fialho,fialhand01,L,17,0.257575758,1.538461538,0.410526316,0,0,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Nzechukwu vs. Cutelaba,Fight Night,0316FNI,11/19/2022,"Las Vegas, Nevada, USA",Jack Della Maddalena vs Danny Roberts,6855UFC,Welterweight,3.4,3,KO/TKO,Jack Della Maddalena,maddajac01,W,33,0.55,9.705882353,0.848484848,0,0,1,Danny Roberts,roberdan01,L,5,0.151515152,1.470588235,0.45,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Nzechukwu vs. Cutelaba,Fight Night,0316FNI,11/19/2022,"Las Vegas, Nevada, USA",Charles Johnson vs Zhalgas Zhumagulov,6856UFC,Flyweight,15,3,Decision - Split,Charles Johnson,johnscha01,W,115,0.550239234,7.666666667,0.491452991,0,0,0.75,Zhalgas Zhumagulov,zhumazha01,L,119,0.508547009,7.933333333,0.449760766,1,0.25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Nzechukwu vs. Cutelaba,Fight Night,0316FNI,11/19/2022,"Las Vegas, Nevada, USA",Jennifer Maia vs Maryna Moroz,6857UFC,Women's Flyweight,15,3,Decision - Unanimous,Jennifer Maia,maiajen01,W,109,0.43083004,7.266666667,0.705882353,0,0,1,Maryna Moroz,morozmar01,L,80,0.294117647,5.333333333,0.56916996,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Nzechukwu vs. Cutelaba,Fight Night,0316FNI,11/19/2022,"Las Vegas, Nevada, USA",Miles Johns vs Vince Morales,6858UFC,Bantamweight,15,3,Decision - Unanimous,Miles Johns,johnsmil01,W,38,0.368932039,2.533333333,0.702290076,1,0.083333333,1,Vince Morales,moralvin01,L,39,0.297709924,2.6,0.631067961,0,0,0.916666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Nzechukwu vs. Cutelaba,Fight Night,0316FNI,11/19/2022,"Las Vegas, Nevada, USA",Kevin Natividad vs Ricky Turcios,6859UFC,Bantamweight,15,3,Decision - Split,Ricky Turcios,turciric01,W,68,0.591304348,4.533333333,0.49382716,2,0.4,0.461538462,Kevin Natividad,nativkev01,L,41,0.50617284,2.733333333,0.408695652,7,0.538461538,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Nzechukwu vs. Cutelaba,Fight Night,0316FNI,11/19/2022,"Las Vegas, Nevada, USA",Vanessa Demopoulos vs Maria Oliveira,6860UFC,Women's Strawweight,15,3,Decision - Unanimous,Vanessa Demopoulos,demopvan01,W,55,0.6875,3.666666667,0.461038961,2,0.5,1,Maria Oliveira,olivemar01,L,83,0.538961039,5.533333333,0.3125,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Nzechukwu vs. Cutelaba,Fight Night,0316FNI,11/19/2022,"Las Vegas, Nevada, USA",Fernie Garcia vs Brady Hiestand,6861UFC,Bantamweight,15,3,Decision - Unanimous,Brady Hiestand,hiestbra01,W,19,0.558823529,1.266666667,0.522727273,3,0.375,0.5,Fernie Garcia,garcifer01,L,21,0.477272727,1.4,0.441176471,1,0.5,0.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Nzechukwu vs. Cutelaba,Fight Night,0316FNI,11/19/2022,"Las Vegas, Nevada, USA",Tereza Bleda vs Natalia Silva,6862UFC,Women's Flyweight,11.45,3,KO/TKO,Natalia Silva,silvanat01,W,45,0.625,3.930131004,0.617021277,0,0,0.857142857,Tereza Bleda,bledater01,L,18,0.382978723,1.572052402,0.375,1,0.142857143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,Fight Night,0317FNI,12/3/2022,"Orlando, Florida, USA",Kevin Holland vs Stephen Thompson,6863UFC,Welterweight,20,5,KO/TKO,Stephen Thompson,thompste01,W,163,0.626923077,8.15,0.433333333,0,0,0.666666667,Kevin Holland,hollakev01,L,119,0.566666667,5.95,0.373076923,2,0.333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,Fight Night,0317FNI,12/3/2022,"Orlando, Florida, USA",Rafael Dos Anjos vs Bryan Barberena,6864UFC,Welterweight,8.33,3,Submission,Rafael Dos Anjos,anjosraf01,W,20,0.8,2.400960384,0.517241379,4,0.666666667,1,Bryan Barberena,barbebry01,L,14,0.482758621,1.680672269,0.2,0,0,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,Fight Night,0317FNI,12/3/2022,"Orlando, Florida, USA",Matheus Nicolau vs Matt Schnell,6865UFC,Flyweight,6.73,3,KO/TKO,Matheus Nicolau,nicolmat01,W,32,0.761904762,4.754829123,0.661016949,1,1,1,Matt Schnell,schnemat01,L,20,0.338983051,2.971768202,0.238095238,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,Fight Night,0317FNI,12/3/2022,"Orlando, Florida, USA",Sergei Pavlovich vs Tai Tuivasa,6866UFC,Heavyweight,0.9,3,KO/TKO,Sergei Pavlovich,pavloser01,W,23,0.522727273,25.55555556,0.8,0,0,1,Tai Tuivasa,tuivatai01,L,2,0.2,2.222222222,0.477272727,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,Fight Night,0317FNI,12/3/2022,"Orlando, Florida, USA",Roman Dolidze vs Jack Hermansson,6867UFC,Middleweight,9.1,3,KO/TKO,Roman Dolidze,dolidrom01,W,25,0.462962963,2.747252747,0.405063291,0,0,0.333333333,Jack Hermansson,hermajac01,L,47,0.594936709,5.164835165,0.537037037,2,0.666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,Fight Night,0317FNI,12/3/2022,"Orlando, Florida, USA",Eryk Anders vs Kyle Daukaus,6868UFC,Middleweight,7.75,3,KO/TKO,Eryk Anders,anderery01,W,49,0.521276596,6.322580645,0.53164557,1,1,1,Kyle Daukaus,daukakyl01,L,37,0.46835443,4.774193548,0.478723404,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,Fight Night,0317FNI,12/3/2022,"Orlando, Florida, USA",Niko Price vs Phil Rowe,6869UFC,Welterweight,13.43,3,KO/TKO,Phil Rowe,rowephi01,W,63,0.45323741,4.69099032,0.55465587,1,0.5,1,Niko Price,pricenik01,L,110,0.44534413,8.190618019,0.54676259,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,Fight Night,0317FNI,12/3/2022,"Orlando, Florida, USA",Emily Ducote vs Angela Hill,6870UFC,Women's Strawweight,15,3,Decision - Unanimous,Angela Hill,hillang01,W,182,0.527536232,12.13333333,0.589595376,0,0,1,Emily Ducote,ducotemi01,L,71,0.410404624,4.733333333,0.472463768,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,Fight Night,0317FNI,12/3/2022,"Orlando, Florida, USA",Clay Guida vs Scott Holtzman,6871UFC,Lightweight,15,3,Decision - Split,Clay Guida,guidacla01,W,66,0.360655738,4.4,0.608433735,4,0.266666667,1,Scott Holtzman,holtzsco01,L,65,0.391566265,4.333333333,0.639344262,0,0,0.733333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,Fight Night,0317FNI,12/3/2022,"Orlando, Florida, USA",Marc Diakiese vs Michael Johnson,6872UFC,Lightweight,15,3,Decision - Unanimous,Michael Johnson,johnsmic01,W,83,0.458563536,5.533333333,0.566929134,0,0,1,Marc Diakiese,diakimar01,L,55,0.433070866,3.666666667,0.541436464,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,Fight Night,0317FNI,12/3/2022,"Orlando, Florida, USA",Darren Elkins vs Jonathan Pearce,6873UFC,Featherweight,15,3,Decision - Unanimous,Jonathan Pearce,pearcjon01,W,110,0.495495495,7.333333333,0.704663212,2,0.285714286,0.6,Darren Elkins,elkindar01,L,57,0.295336788,3.8,0.504504505,2,0.4,0.714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,Fight Night,0317FNI,12/3/2022,"Orlando, Florida, USA",Natan Levy vs Genaro Valdez,6874UFC,Lightweight,15,3,Decision - Unanimous,Natan Levy,levynat01,W,67,0.496296296,4.466666667,0.689873418,6,0.6,1,Genaro Valdez,valdegen01,L,49,0.310126582,3.266666667,0.503703704,0,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,Fight Night,0317FNI,12/3/2022,"Orlando, Florida, USA",Francis Marshall vs Marcelo Rojo,6875UFC,Featherweight,6.23,3,KO/TKO,Francis Marshall,marshfra01,W,23,0.283950617,3.691813804,0.340425532,1,0.333333333,1,Marcelo Rojo,rojomar01,L,31,0.659574468,4.975922953,0.716049383,0,0,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Thompson vs. Holland,Fight Night,0317FNI,12/3/2022,"Orlando, Florida, USA",Yazmin Jauregui vs Istela Nunes,6876UFC,Women's Strawweight,9.1,3,KO/TKO,Yazmin Jauregui,jaureyaz01,W,67,0.435064935,7.362637363,0.4,0,0,1,Istela Nunes,nunesist01,L,36,0.6,3.956043956,0.564935065,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 282: Blachowicz vs. Ankalaev,UFC,0284PPV,12/10/2022,"Las Vegas, Nevada, USA",Magomed Ankalaev vs Jan Blachowicz,6877UFC,Light Heavyweight,25,5,Decision - Split,Jan Blachowicz,blachjan01,D,55,0.47008547,2.2,0.576086957,0,0,0.8,Magomed Ankalaev,ankalmag01,D,78,0.423913043,3.12,0.52991453,2,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC 282: Blachowicz vs. Ankalaev,UFC,0284PPV,12/10/2022,"Las Vegas, Nevada, USA",Jared Gordon vs Paddy Pimblett,6878UFC,Lightweight,15,3,Decision - Unanimous,Paddy Pimblett,pimblpad01,W,63,0.406451613,4.2,0.425742574,0,0,0.5,Jared Gordon,gordojar01,L,58,0.574257426,3.866666667,0.593548387,3,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
